Uuid,Void/Retire,Name,Description,Parent,Tags,IdentifierSourceName,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:1000
6371b04e-76ca-441b-88c6-d02b7f9036a4,no,Dangu PHCU,,,Visit Location,,,,Namutina Payam (Nagero),,,,,Nagero County,Western Equatoria State,,,
2f5e7776-3652-4f4d-852b-92a4fa935ebb,no,Daniel Comboni HOSPITAL,,,Visit Location,,,,Wau South Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
1be88ddb-c9f2-4f1e-8881-b51b7aaaef53,no,Dari PHCU,,,Visit Location,,,,Dari Payam,,,,,Mvolo County,Central Equatoria State,,,
bf3cda33-9821-411a-b9a6-9280741ba34a,no,Dari PHCU,,,Visit Location,,,,Dari Payam,,,,,Mvolo County,Central Equatoria State,,,
df388072-c233-49b4-9fdd-ac690dc1e375,no,Degere PHCU,,,Visit Location,,,,Ezo Centre Payam,,,,,Ezo County,Western Equatoria State,,,
48c05fb1-0cca-4cf1-847e-6cc2172f9f3e,no,Deim Zubeir PHCC,,,Visit Location,,,,Uyujuku Payam,,,,,Raga County,Western Bahr El Ghazal State,,,
d616c5da-a3b4-4b22-8e74-74162e473a2d,no,Deimjallab PHCU,,,Visit Location,,,,Ringi Payam,,,,,Raga County,Western Bahr El Ghazal State,,,
368f030c-23e3-4716-a539-48eb9f23e277,no,Dekom PHCU,,,Visit Location,,,,Mayom Payam (Mayom),,,,,Panyijar County,Unity State,,,
a7e251b1-2bcd-4cd7-9dd3-ee4cda36408b,no,Delal Ajak PHCU,,,Visit Location,,,,Kwoj Payam,,,,,Manyo County,Upper Nile State,,,
0bc23fc3-9ad5-4b2a-8c66-9dc51d00eacf,no,Deleba PHCU,,,Visit Location,,,,Raga Payam,,,,,Raga County,Western Bahr El Ghazal State,,,
f35c4980-1bf4-4b55-b3fa-e6f31c9792c9,no,Deng Nhial PHCU,,,Visit Location,,,,Rumbek Town Payam,,,,,Rumbek Centre County,Lakes State,,,
b3ed0b58-a739-4c8d-aa73-96f0f4139af0,no,Dera PHCU,,,Visit Location,,,,Bentiu Town Payam,,,,,Rubkona County,Unity State,,,
db8aa588-ea17-4b66-8e7f-2c74b526a75a,no,Detang PHCU,,,Visit Location,,,,Lelo Payam,,,,,Malakal County,Upper Nile State,,,
1f8984cd-a8d8-4d37-bc78-fb74d2a0262c,no,Deteku PHCU,,,Visit Location,,,,Domoloto Payam,,,,,Wulu County,Lakes State,,,
e8266414-ea2a-4aee-ab2b-f5ae90cdc562,no,Detwok PHCU,,,Visit Location,,,,Dethok Payam,,,,,Fashoda County,Upper Nile State,,,
e7e5914d-8273-41fb-afcd-0d47d43a2a79,no,Dhekdhek PHCU,,,Visit Location,,,,Kiech Kuon Payam,,,,,Luakpiny/Nasir County,Upper Nile State,,,
95d61097-1629-4a9e-883f-dbe5acb7968f,no,Dhekou PHCU,,,Visit Location,,,,Kangi Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
af1fe564-7619-4da7-93d3-125b87da22a2,no,Dhiau Agal PHCU,,,Visit Location,,,,Akoc Payam,,,,,Twic County,Warrap State,,,
a19469bf-29b3-4f4b-b1b4-422efaa7a45d,no,Dhiau-Kuei PHCU,,,Visit Location,,,,Aduel Payam,,,,,Rumbek East County,Lakes State,,,
cacd5642-6309-4cd0-b39e-93793a6a1c3c,no,Dhor Manyang PHCU,,,Visit Location,,,,Ganyliel Payam,,,,,Panyijar County,Unity State,,,
4e87b17b-9675-48a5-9dd3-e0aeb0bbb9ed,no,Dhor Manyang PHCU,,,Visit Location,,,,Ganyliel Payam,,,,,Panyijar County,Unity State,,,
c274d215-124e-4ec9-8697-c91d09631496,no,Dhorek PHCU,,,Visit Location,,,,Manajang Payam,,,,,Fangak County,Jonglei State,,,
8c239693-5fa5-49f7-9bab-7f9eeb171dc0,no,Dhourding PHCU,,,Visit Location,,,,Nasir Payam,,,,,Luakpiny/Nasir County,Upper Nile State,,,
6e260aee-c36d-48e7-b0b8-c5ab90e353ba,no,Diabio PHCU,,,Visit Location,,,,Naandi Payam,,,,,Ezo County,Western Equatoria State,,,
6ea7632a-d745-42cb-a600-3f2bc1fb0c3b,no,Diatoro PHCU,,,Visit Location,,,,Yambio Town Payam,,,,,Yambio County,Western Equatoria State,,,
c3844313-d484-47c3-9012-f14080474a87,no,Diayanga PHCU,,,Visit Location,,,,Nagero Payam,,,,,Nagero County,Western Equatoria State,,,
c510e42f-6668-4614-90b5-bdc2f6be6d23,no,Diel PHCU,,,Visit Location,,,,Atar Payam,,,,,Pigi County,Jonglei State,,,
c5c9b4ad-a892-4a20-a87b-766046729241,no,Digala PHCC,,,Visit Location,,,,Terekeka Payam,,,,,Terekeka County,Central Equatoria State,,,
d2557e2f-85ac-4c19-9fe6-f22ad619ec95,no,Diingthama PHCC,,,Visit Location,,,,Melut Payam,,,,,Melut County,Upper Nile State,,,
fd58a8d6-5682-459e-a500-6fd4f49ee7ec,no,Diko PHCU,,,Visit Location,,,,Bangolo Payam,,,,,Mundri West County,Western Equatoria State,,,
73601b86-1b82-432b-9029-7ae29657c588,no,Dilule PHCU,,,Visit Location,,,,Bilkey Payam,,,,,Akobo County,Jonglei State,,,
57b3b471-bd0a-4112-8806-dfebc4f454a7,no,Dimo One PHCU,,,Visit Location,,,,Mukaya Payam,,,,,Lainya County,Central Equatoria State,,,
a5dbb684-ebfc-48d9-80b5-d13cbc9cd764,no,Dindin PHCU,,,Visit Location,,,,Padeah Payam,,,,,Leer County,Unity State,,,
0e77003f-bc5e-4fac-b18a-4cdc9b25d08c,no,Dingapai PHCU,,,Visit Location,,,,Sangua Payam,,,,,Nzara County,Western Equatoria State,,,
71961d0a-98f8-4551-bf99-afc137a727fd,no,Dingding PHCU,,,Visit Location,,,,Rubkotne Payam,,,,,Rubkona County,Unity State,,,
ee1220da-7ce8-4696-b3e0-725d0c6565e5,no,Dingimo PHCU,,,Visit Location,,,,Tambura Payam,,,,,Tambura County,Western Equatoria State,,,
12c61cb7-f262-4f61-970e-64cb25176a31,no,Dingkar PHCU,,,Visit Location,,,,Dingkar Payam,,,,,Luakpiny/Nasir County,Upper Nile State,,,
03e51fe2-4bc7-4f00-942a-faf927fe05a4,no,Diocese of Rumbek PHCC,,,Visit Location,,,,Matangai Payam,,,,,Rumbek Centre County,Lakes State,,,
79dcfdb5-81a2-4f36-beb4-de13dd55b83f,no,Diror PHCU,,,Visit Location,,,,Diror Payam,,,,,Akobo County,Jonglei State,,,
a9f84dda-aa4e-42ce-b7fa-8a71497d20be,no,dokra PHCU,,,Visit Location,,,,Alal Payam,,,,,Abyei County,Abyei Administrative Area,,,
59255a3b-cabb-434c-a9aa-d9d9acf1e1e5,no,Dokuni PHCU,,,Visit Location,,,,Wonduruba Payam,,,,,Juba County,Central Equatoria State,,,
e95c3acb-ad73-4895-9e8a-65934b53865a,no,Dokuru PHCU,,,Visit Location,,,,Domoloto Payam,,,,,Wulu County,Lakes State,,,
d4c1cee7-8d53-4263-af64-2fccb7897af2,no,Doliephill PHCU,,,Visit Location,,,,Panyidwoi Payam,,,,,Panyikang County,Upper Nile State,,,
59b0b0eb-82b6-444a-ab64-36224c6e7fe9,no,Doma PHCU,,,Visit Location,,,,Doma Payam,,,,,Ulang County,Upper Nile State,,,
8a4583fa-08a7-4554-90a8-4848032c4c0e,no,Domeri PHCU,,,Visit Location,,,,Mvolo Payam,,,,,Mvolo County,Western Equatoria State,,,
759436cf-dd24-4895-86b2-cfbc8f3355bb,no,Don Bosco Clinic PHCC,,,Visit Location,,,,Maridi Payam,,,,,Maridi County,Western Equatoria State,,,
bb7a6067-daaa-4ca2-8632-5199d3cd0aff,no,Don Bosco PHCC,,,Visit Location,,,,Rejaf Payam,,,,,Juba County,Central Equatoria State,,,
b8eccc46-fd90-41f2-acb9-73f3752df9d8,no,Dong PHCU,,,Visit Location,,,,Lith Payam,,,,,Twic East County,Jonglei State,,,
df6f3ce9-d8c8-435a-a9c0-c968b4805ab1,no,Dongchak PHCU,,,Visit Location,,,,Dongchak Payam,,,,,Duk County,Jonglei State,,,
6a6bc9ff-d939-43d1-8214-cd5153776300,no,Dongop PHCU,,,Visit Location,,,,Amenth agouk Payam,,,,,Abyei County,Abyei Administrative Area,,,
ce2a62fc-e2de-4ed3-b7ed-d9df049b738b,no,Dor PHCU,,,Visit Location,,,,Dor Payam,,,,,Awerial County,Lakes State,,,
ff69dba3-b968-4f97-923f-b9fef1958606,no,Doro Extension PHCU,,,Visit Location,,,,Khor El Amer Payam,,,,,Maban County,Upper Nile State,,,
7fb9b76a-c9e3-43b9-ac6a-80ecdc5060c2,no,Doro PHCC,,,Visit Location,,,,Khor El Amer Payam,,,,,Maban County,Upper Nile State,,,
8f2deda0-4578-47a3-8a3f-ac84e84c4e38,no,Doro PHCU,,,Visit Location,,,,Lozoh Payam,,,,,Mundri East County,Western Equatoria State,,,
9515b155-5fe3-4148-8e4b-66a6a658c118,no,Dorok PHCU,,,Visit Location,,,,Padiet Payam,,,,,Duk County,Jonglei State,,,
092fe24a-4d48-4f56-95d8-046f15938bf2,no,Dorrolilli PHCU,,,Visit Location,,,,Landili Payam,,,,,Maridi County,Western Equatoria State,,,
4a75bd4a-73b4-4cc0-8436-dbbad23c11c5,no,Dosho PHCU,,,Visit Location,,,,Kediba Payam,,,,,Mundri East County,Western Equatoria State,,,
6e5029f3-205f-4d99-acb1-3f338d14cafa,no,Duar PHCU,,,Visit Location,,,,Kuach Payam,,,,,Guit County,Unity State,,,
24f4ab3f-db0d-4f5e-8593-ee22171a60b9,no,Duatuka PHCU,,,Visit Location,,,,Ibba Centre Payam,,,,,Ibba County,Western Equatoria State,,,
08a99107-01e3-4e57-bee7-5da75b94873f,no,Duduma PHCU,,,Visit Location,,,,Yambio Town Payam,,,,,Yambio County,Western Equatoria State,,,
c218c463-3d2e-4352-bc1f-14918e41a71c,no,Dugdug PHCU,,,Visit Location,,,,Geger Payam,,,,,Renk County,Upper Nile State,,,
62d2a365-06d9-4db6-b087-646e464475fd,no,Duk Lost Boy Hospital,,,Visit Location,,,,Payuel Payam,,,,,Duk County,Jonglei State,,,
46e3dcfd-2513-4af9-8516-9794ee9af1e6,no,Dukudu-olo PHCC,,,Visit Location,,,,Landili Payam,,,,,Maridi County,Western Equatoria State,,,
b41af7b4-8c69-46c0-9c95-c7e8187f618b,no,Duma PHCU,,,Visit Location,,,,Duma Payam,,,,,Nagero County,Western Equatoria State,,,
d3554884-6bfb-4373-80ba-e3295f19f328,no,Duong PHCC,,,Visit Location,,,,Nyal Payam,,,,,Panyijar County,Unity State,,,
b27c4815-871d-4bca-874d-7303e2cc9958,no,Duony PHCU,,,Visit Location,,,,Duony Payam,,,,,Cueibet County,Lakes State,,,
06257fc6-8e5e-43a4-a869-45496e8b963a,no,Dura PHCU,,,Visit Location,,,,Ulang Payam,,,,,Ulang County,Upper Nile State,,,
2600b7f5-e0f5-4135-817b-65e4b68dfba2,no,East Bank PHCC,,,Visit Location,,,,Rocrocdong Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
6852374b-9057-49ed-ac9f-7fa31d92fdf3,no,EB Clinic,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
33e044f8-7bd5-4a44-8f98-38eb727e6046,no,ECS Good Samaritan PHCC,,,Visit Location,,,,Nzara Centre Payam,,,,,Nzara County,Western Equatoria State,,,
0f1d5cc4-da04-4c46-b618-cb5154e7f153,no,ECS Masumbu PHCU,,,Visit Location,,,,Ezo Centre Payam,,,,,Ezo County,Western Equatoria State,,,
fdaf78b5-512c-403c-b9b3-bf02641b088c,no,ECS PHCC,,,Visit Location,,,,North Renk Payam,,,,,Renk County,Upper Nile State,,,
65bf7619-7bf6-4542-bb4d-0ed632fabb95,no,ECS PHCU,,,Visit Location,,,,Central Malakal Payam,,,,,Malakal County,Upper Nile State,,,
5013ebca-c755-4e0f-929a-60c125551267,no,Al-Sabah Children Hospital,,,Visit Location,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
ebbc4dc6-e62d-4892-89ab-31a224d36a8c,no,Embe PHCU,,,Visit Location,,,,Ngamunde Payam,,,,,Maridi County,Western Equatoria State,,,
fc091168-1165-472f-bc89-73e6cb1a1c10,no,EPC PHCC,,,Visit Location,,,,Yei Town Payam,,,,,Yei County,Central Equatoria State,,,
04c93bd9-b509-40c5-a5eb-acc2715f6f48,no,Ezo PHCC,,,Visit Location,,,,Ezo Centre Payam,,,,,Ezo County,Western Equatoria State,,,
06b4db29-dcc7-49bd-aae8-097838e330f9,no,Ezo Border Point,,,Visit Location,,,,Ezo Centre Payam,,,,,Ezo County,Western Equatoria State,,,
7ceec518-a6e7-4a47-ac41-27b90920fb84,no,Ezo Hospital,,,Visit Location,,,,Ezo Centre Payam,,,,,Ezo County,Western Equatoria State,,,
773bb933-2092-4101-a688-e415f40c034a,no,Fangak HOSPITAL,,,Visit Location,,,,Old Fangak Payam,,,,,Fangak County,Jonglei State,,,
3790a6a8-b979-4f80-98d1-308d4f36c8a1,no,Farajala PHCU,,,Visit Location,,,,Bagari Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
9578a8e6-31e9-4468-9588-2adfe1cb85e3,no,Fareksika PHCU,,,Visit Location,,,,Manloor Payam,,,,,Tonj North County,Warrap State,,,
bd75a37d-400b-4029-b800-aca2ce5223ee,no,Festo Maternity HOSPITAL,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
a32fdd38-9c63-487d-9b02-11761ece93c9,no,FRAK-SIKA PHCU,,,Visit Location,,,,Loriyok Payam,,,,,Budi County,Eastern Equatoria State,,,
42c5e30f-df3a-45ee-b331-59ee50fc19d2,no,Friendship Medical HOSPITAL,,,Visit Location,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
500e904c-4d53-4f75-864c-6944e34e4c7a,no,Gabat PHCC,,,Visit Location,,,,Nyalath Payam,,,,,Aweil Centre County,Northern Bahr El Ghazal State,,,
eb446967-9eba-487b-babd-d5705bbe331d,no,Gabat PHCU,,,Visit Location,,,,Lozoh Payam,,,,,Mundri East County,Western Equatoria State,,,
68066b0e-c115-4ef0-9d5d-b8b83f1fc241,no,Gaderu PHCC,,,Visit Location,,,,Nyepo Payam,,,,,Kajo-Keji County,Central Equatoria State,,,
f8610230-16a9-4d79-a0dc-babdd692c4a5,no,Gaireng PHCU,,,Visit Location,,,,Roam Payam,,,,,Luakpiny/Nasir County,Upper Nile State,,,
671b847d-cae2-47a1-ac8b-8c1c9153d433,no,Gakyuom PHCU,,,Visit Location,,,,Makuach Payam,,,,,Bor South County,Jonglei State,,,
69915dd5-d119-4d3e-bdae-5a2c786192cd,no,Galdora PHCC,,,Visit Location,,,,Galdora Payam,,,,,Melut County,Upper Nile State,,,
ddd74401-8e2f-48e9-b6e8-22f7c7fe00e9,no,Gamunakpe PHCU,,,Visit Location,,,,Tambura Payam,,,,,Tambura County,Western Equatoria State,,,
e1b6dbe5-1e25-48ea-ae0f-4e66a92c069f,no,Gandor PHCU,,,Visit Location,,,,Padeah Payam,,,,,Leer County,Unity State,,,
42edcf3a-30dd-4a76-9ccb-e0d4b984c46b,no,Gandrassa PHCC,,,Visit Location,,,,Jinkuata Payam,,,,,Maban County,Upper Nile State,,,
1e366b7e-e548-4714-9941-0093e6659c2b,no,Ganga PHCU,,,Visit Location,,,,Mijak Payam,,,,,Abyei County,Abyei Administrative Area,,,
1e18363d-fd79-4a13-8be6-ff884b0cad72,no,Gangura PHCC,,,Visit Location,,,,Gangura Payam,,,,,Yambio County,Western Equatoria State,,,
06e6fd23-f822-4fd2-8659-857c52bc6862,no,Ganji PHCC,,,Visit Location,,,,Ganji Payam,,,,,Juba County,Central Equatoria State,,,
e971ba4a-d5b7-4b5f-b75e-577997290730,no,Gany PHCU,,,Visit Location,,,,Gany Payam,,,,,Koch County,Unity State,,,
54680688-7b7b-434f-a44c-7ea9a3ba204c,no,Ganyiel PHCC,,,Visit Location,,,,Ganyliel Payam,,,,,Panyijar County,Unity State,,,
2ed0c247-d858-4b3c-a6a4-55fd291cd911,no,Ganzi PHCU,,,Visit Location,,,,Mugali Payam,,,,,Magwi County,Eastern Equatoria State,,,
01f96e49-a414-4627-af27-0d8f8739ca77,no,Garia PHCU,,,Visit Location,,,,Kotobi Payam,,,,,Mundri West County,Western Equatoria State,,,
6d632f38-2468-42d0-a7b7-d3a630416b9c,no,Gasm Allah PHCU,,,Visit Location,,,,Bunj Payam,,,,,Maban County,Upper Nile State,,,
7f4e5e59-7df7-436f-8ede-da79f6866dca,no,Gbatanzere PHCU,,,Visit Location,,,,Rii - Yubu Payam,,,,,Tambura County,Western Equatoria State,,,
8c8c0bcb-5d32-476d-9064-1f215f49faca,no,Gellachol PHCU,,,Visit Location,,,,Gel Achiel Payam,,,,,Baliet County,Upper Nile State,,,
299f32a3-720f-4ec9-a8c8-c86ba8bddfff,no,Gemeiza PHCU,,,Visit Location,,,,Gameiza Payam,,,,,Terekeka County,Central Equatoria State,,,
19e7e5f0-97a0-482b-bd70-3df0fb6ec696,no,Gendressa PHCC,,,Visit Location,,,,Kangapo Two Payam,,,,,Kajo-Keji County,Central Equatoria State,,,
ab0b2815-3577-44b6-bd2a-99530a5b82af,no,Gentil PHCC,,,Visit Location,,,,Jinkuata Payam,,,,,Maban County,Upper Nile State,,,
7ed85f4a-e84f-4f90-a648-2c19c4c67e3e,no,Gerger PHCC,,,Visit Location,,,,Geger Payam,,,,,Renk County,Upper Nile State,,,
4e22f2d0-e4d8-45d8-b76d-7262c0068735,no,Geri PHCU,,,Visit Location,,,,Wudabi Payam,,,,,Morobo County,Central Equatoria State,,,
6ec6950f-a07e-4bee-80fe-057cd4bcb93f,no,Gessboro PHCU,,,Visit Location,,,,Ringi Payam,,,,,Raga County,Western Bahr El Ghazal State,,,
f14ec1d5-d511-4c6e-957b-51138d91638a,no,Gette PHCU,,,Visit Location,,,,Udici Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
6acd274d-642e-40e8-ae68-940a11a1c792,no,Ghabat PHCC,,,Visit Location,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
f216ccb4-e0f1-4e64-a758-869999ccbed7,no,Giatan PHCU,,,Visit Location,,,,Kpaile Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
dd0e9831-529c-45ae-9908-9bfbb86ae3e8,no,Gilo PHCU,,,Visit Location,,,,Hatire Payam,,,,,Ikotos County,Eastern Equatoria State,,,
1bb26cc8-6d21-44df-89cb-da0ded64ab03,no,Gimora PHCU,,,Visit Location,,,,Rokon Payam,,,,,Juba County,Central Equatoria State,,,
7d113dbc-3d71-45e4-83f9-d8716170254f,no,Gimunu PHCU,,,Visit Location,,,,Yei Town Payam,,,,,Yei County,Central Equatoria State,,,
47168974-1b07-4866-a2d9-269d0d11f39e,no,Ginyabio PHCU,,,Visit Location,,,,Kupera Payam,,,,,Lainya County,Central Equatoria State,,,
90e667b3-aad3-4c13-968a-9f15cc3e6309,no,Gira PHCU,,,Visit Location,,,,Bagori Payam,,,,,Mvolo County,Western Equatoria State,,,
676ab17b-8ba0-46aa-8719-847fdde40c2a,no,Global Health PHCC,,,Visit Location,,,,Northern Malakal Payam,,,,,Malakal County,Upper Nile State,,,
78a860ef-d365-4f0f-b02e-3dd2281552da,no,Globany PHCU,,,Visit Location,,,,Kodok Payam,,,,,Fashoda County,Upper Nile State,,,
1907ca8f-d0d1-443a-8dbf-21b557d0be29,no,Gogrial PHCC,,,Visit Location,,,,Gogrial Payam,,,,,Gogrial West County,Warrap State,,,
9a90c306-0abe-4834-b78f-de4fdd4aa35e,no,Goja PHCU,,,Visit Location,,,,Otogo Payam,,,,,Yei County,Central Equatoria State,,,
a5192fe9-7518-4f84-b974-ac5f31837d63,no,Gok Machar PHCC,,,Visit Location,,,,Malual North Payam,,,,,Aweil North County,Northern Bahr El Ghazal State,,,
ae1f8a5f-259a-4dd0-8fdb-f36c11762ab4,no,Goldhim TB PHCC,,,Visit Location,,,,Baach Payam,,,,,Aweil East County,Northern Bahr El Ghazal State,,,
0074992a-bf72-42aa-831d-9314fbcda55c,no,Goldora IDP PHCC,,,Visit Location,,,,Galdora Payam,,,,,Melut County,Upper Nile State,,,
f4d3bdc6-5d00-4962-b5a2-b190509f2f06,no,Goli PHCU,,,Visit Location,,,,Tore Payam,,,,,Yei County,Central Equatoria State,,,
c2225509-d102-45ba-aae0-374a37f06b90,no,Gollo PHCU,,,Visit Location,,,,Kodok Payam,,,,,Fashoda County,Upper Nile State,,,
dd34e11d-90ae-437a-ac20-7e5079aeef58,no,Gondokoro PHCU,,,Visit Location,,,,Gondokoro Payam,,,,,Juba County,Central Equatoria State,,,
d8fbc071-b74a-4007-a0d9-d1dec3e5f9b1,no,Good Sephard PHCC,,,Visit Location,,,,Juba Town Payam,,,,,Juba County,Central Equatoria State,,,
5e9290fb-1e4f-4fb5-b0b4-75ab10112a4f,no,Good Shephard PHCC,,,Visit Location,,,,Kauto Payam,,,,,Kapoeta East County,Eastern Equatoria State,,,
b924dfb6-910c-420e-901e-a3f1f97f29d4,no,Gor Ayak PHCU,,,Visit Location,,,,Wunrok Payam,,,,,Twic County,Warrap State,,,
97cd6c3d-c491-4efd-bae8-2babbc5fd2f6,no,Gor Ayen PHCU,,,Visit Location,,,,Malual North Payam,,,,,Aweil North County,Northern Bahr El Ghazal State,,,
6d60b67f-1ee3-4ca4-861f-29c326fb86ca,no,Goribalau PHCU,,,Visit Location,,,,Kotobi Payam,,,,,Mundri West County,Western Equatoria State,,,
f54a129e-d52b-4770-92f6-be2f5261d82c,no,Gorom PHCC,,,Visit Location,,,,Rejaf Payam,,,,,Juba County,Central Equatoria State,,,
4621cc72-bc80-4318-814c-8ef280c5ceac,no,Gorwai PHCC,,,Visit Location,,,,Pajiek Payam,,,,,Ayod County,Jonglei State,,,
e2d793d1-f54f-4650-b42f-9745c3dd6a46,no,Gorwai PHCU,,,Visit Location,,,,Manajang Payam,,,,,Fangak County,Jonglei State,,,
7ee98739-d4ce-4af1-bd14-764c01a6ae7a,no,Guangnou PHCU,,,Visit Location,,,,Gomjuer West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
b3a351a0-8ea4-4969-83d7-106248e9dd2a,no,Guangnou PHCU,,,Visit Location,,,,Gomjuer West Payam,,,,,Aweil West County,Northern Bahr El Ghazal State,,,
194b5d7e-db98-4282-8e4e-17f3b8180dff,no,Guat PHCU,,,Visit Location,,,,Guat Payam,,,,,Leer County,Unity State,,,
a6753257-918e-4e01-be8a-6beb5e1b919e,no,Guba PHCU,,,Visit Location,,,,Wulu Payam,,,,,Wulu County,Lakes State,,,
1afd7343-7916-469c-a33b-360fa0f2c415,no,Gudele Block 4 PHCU,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
4ab2de81-fef5-4f3e-8727-20d79ea8ddbc,no,Gudele Surgical Home PHCU,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
7b883ec6-0e8e-4ced-b2b8-9afd7a13e7c0,no,Gudele Surgical Home Private HOSPITAL,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
f46749b0-33fe-487a-802c-366d1c8a96fe,no,Guelguk PHCC,,,Visit Location,,,,Guelguk Payam,,,,,Longochuk County,Upper Nile State,,,
5d4be088-56f7-4075-a2e3-4fda032501fe,no,Guit PHCC,,,Visit Location,,,,Guit Payam,,,,,Guit County,Unity State,,,
16fe580a-3c19-45fd-824f-01a971c8869e,no,Gulmar PHCU,,,Visit Location,,,,Bargel Payam,,,,,Wulu County,Lakes State,,,
0125a462-b851-4951-9517-a51522a3e117,no,Gulu PHCU,,,Visit Location,,,,Mundri Payam,,,,,Mundri West County,Western Equatoria State,,,
6368d219-da07-42ef-b21b-48db09463e59,no,Gumbo PHCC,,,Visit Location,,,,Rejaf Payam,,,,,Juba County,Central Equatoria State,,,
1b05b08c-701c-4380-9101-86777ebd2ac9,no,Gumel PHCU,,,Visit Location,,,,Kangi Payam,,,,,Jur River County,Western Bahr El Ghazal State,,,
554ba6ea-bbb2-43d7-a709-47693c2c12e8,no,Gumriak PHCU,,,Visit Location,,,,Jamjang Payam,,,,,Pariang County,Ruweng Administrative Area,,,
87a0bb81-c520-4678-b409-c4c0adbdcbf8,no,Gumuruk PHCU,,,Visit Location,,,,Pibor Payam,,,,,Pibor County,Pibor Administrative Area,,,
32277c2e-ffe9-4679-b44f-1f98bb14a15a,no,Gurei PHCC,,,Visit Location,,,,Northern Bari Payam,,,,,Juba County,Central Equatoria State,,,
5bf5fb0f-988a-4482-bf74-62f7845289ae,no,Gurnyang PHCU,,,Visit Location,,,,Maker Payam,,,,,Luakpiny/Nasir County,Upper Nile State,,,
a1d9187a-7e4c-44a0-81ff-ad14fc6c0e60,no,Guruba PHCU,,,Visit Location,,,,Yambio Town Payam,,,,,Yambio County,Western Equatoria State,,,
db2a8be2-bc40-4f18-ac96-338b73d28a6c,no,Gurujo PHCU,,,Visit Location,,,,Kangapo Two Payam,,,,,Kajo-Keji County,Central Equatoria State,,,
6c8ded29-b7f2-4bc9-917e-b964eb0d5d7d,no,Gurulotogu PHCU,,,Visit Location,,,,Tijor Payam,,,,,Juba County,Central Equatoria State,,,
225076ef-008d-4271-9fc5-43df3587c54e,no,Guruvanza PHCU,,,Visit Location,,,,Namutina Payam (Nagero),,,,,Nagero County,Western Equatoria State,,,
2b812fcb-6681-4a23-b2e5-4d7533aef24e,no,Gusfami PHCU,,,Visit Location,,,,Geger Payam,,,,,Renk County,Upper Nile State,,,
41fb8e6d-a9b3-4e5f-8f1f-f26c074ab8b8,no,Gwulukuk PHCU,,,Visit Location,,,,Reggo Payam,,,,,Terekeka County,Central Equatoria State,,,
8f9a2f1b-8d42-4100-b319-1df6ff55b598,no,HAAKUOR PHCU,,,Visit Location,,,,Reggo Payam,,,,,Terekeka County,Unity State,,,
4a6057ab-0ec3-460e-a1e1-2a4d9bfb1024,no,Haat PHCU,,,Visit Location,,,,Kiech Kuon Payam,,,,,Luakpiny/Nasir County,Jonglei State,,,
48642d5a-e2cd-486e-a241-953cc70b75b8,no,Haat PHCU,,,Visit Location,,,,Kiech Kuon Payam,,,,,Luakpiny/Nasir County,Jonglei State,,,
5776add7-f437-4413-ac5e-6014cc334e9c,no,Haba PHCU,,,Visit Location,,,,Longiro Payam,,,,,Lafon/Lopa County,Eastern Equatoria State,,,
3aff1168-9ff8-46a0-8cb9-bbd5e2e48bbd,no,Haforiere PHCU,,,Visit Location,,,,Hiyala Payam,,,,,Torit County,Eastern Equatoria State,,,
24102fa6-4e20-4c14-be75-b371435e6a4c,no,Hai Bafra PHCU,,,Visit Location,,,,Wau North Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
88525ef0-840c-446a-936b-2e8b44c80a26,no,Hai Dinka PHCC,,,Visit Location,,,,Wau North Payam,,,,,Wau County,Western Bahr El Ghazal State,,,
c98ef0c0-4e97-427f-98d5-d7c76a404a46,no,Hai Ismael Hamed PHCU,,,Visit Location,,,,Geger Payam,,,,,Renk County,Upper Nile State,,,
4d03126d-8c54-42a7-8bd4-b5ca20437816,no,Hai Jebel PHCU,,,Visit Location,,,,Munuki Payam,,,,,Juba County,Central Equatoria State,,,
1464f989-ef62-418a-a5f9-4174d53a4188,no,Hai Matar PHCU,,,Visit Location,,,,Lekuangole Payam,,,,,Pibor County,Pibor Administrative Area,,,
050771ae-2902-4194-b1a9-70c2275620be,no,Hakima Yacoub PHCC,,,Visit Location,,,,Jamjang Payam,,,,,Pariang County,Ruweng Administrative Area,,,
